depth_cm,unit,min_Sh20_age_BP,max_Sh20_age_BP,median_Sh20_age_BP,mean_Sh20_age_BP,Si_pc_TSN,K_pc_TSN,Ca_pc_TSN,Ti_pc_TSN,Mn_pc_TSN,Fe_pc_TSN,Zn_pc_TSN,Br_pc_TSN,Rb_pc_TSN,Sr_pc_TSN,Zr_pc_TSN,Mo_inc_pc_TSN,Mo_coh_pc_TSN,SUM_pc_TSN,Mo_inc_coh_ratio
15.24,8,782.5,1147.79,927.72,942.11,0.13,0.156,2.838,1.586,0.654,72.667,0.12,0.096,0.093,1.9,0.519,13.762,3.802,98.321,3.620059962
15.26,8,782.78,1149.96,928.89,943.07,0.1,0.148,2.805,1.455,0.734,71.839,0.142,0.071,0.113,1.931,0.404,14.058,4.253,98.056,3.305157233
15.28,8,782.97,1151.73,930.05,944.03,0.12,0.125,2.774,1.408,0.646,72.513,0.113,0.022,0.05,1.85,0.396,14.052,4.11,98.182,3.419113859
15.3,8,783.16,1153.51,930.76,945,0.11,0.166,2.813,1.571,0.69,72.825,0.119,0.028,0.031,1.987,0.443,13.482,3.918,98.179,3.441310771
15.32,8,783.35,1155.28,931.7,945.96,0.1,0.166,2.714,1.377,0.689,71.732,0.122,0,0.165,1.862,0.499,14.158,4.107,97.691,3.4473124
15.34,8,783.54,1157.33,932.86,946.93,0.11,0.168,2.788,1.477,0.764,71.713,0.079,0.083,0.061,2.135,0.399,14.182,4.227,98.189,3.354961832
15.36,8,783.73,1159.39,933.64,947.89,0.09,0.161,2.747,1.473,0.587,73.249,0.089,0.158,0,1.967,0.312,13.3,4.004,98.141,3.321400979
15.38,8,783.95,1161.15,934.71,948.85,0.11,0.177,2.736,1.478,0.582,73.316,0.088,0.123,0.098,1.885,0.361,13.256,3.87,98.078,3.42571654
15.4,8,784.32,1163.03,935.48,949.82,0.1,0.192,2.895,1.421,0.632,73.4,0.092,0.13,0.105,1.886,0.418,13.208,3.836,98.314,3.443205945
15.42,8,784.68,1164.91,936.43,950.78,0.08,0.156,2.807,1.512,0.67,73.182,0.119,0,0.092,1.988,0.321,13.407,3.682,98.02,3.641061847
15.44,8,785.39,1166.79,937.38,951.74,0.14,0.155,2.871,1.546,0.671,72.718,0.078,0.102,0.11,2.057,0.437,13.087,4.061,98.028,3.222945892
15.46,8,786.02,1168.72,938.32,952.71,0.11,0.176,2.951,1.478,0.739,72.884,0.044,0.173,0.103,1.951,0.377,13.188,3.791,97.963,3.47926144
15.48,8,786.11,1171.41,939.16,953.67,0.1,0.127,2.788,1.475,0.685,72.888,0.048,0.089,0.071,2.07,0.344,13.47,3.874,98.027,3.477326969
15.5,8,786.2,1173.32,940.42,954.63,0.1,0.173,2.823,1.435,0.629,72.575,0.14,0.037,0.037,2.017,0.341,13.633,3.937,97.88,3.462698413
15.52,8,786.29,1176.35,941.43,955.6,0.09,0.167,2.663,1.452,0.666,72.268,0.086,0.105,0.029,2.114,0.457,13.755,4.222,98.071,3.257958565
15.54,8,786.38,1179.09,942.57,956.56,0.1,0.149,2.71,1.42,0.572,72.223,0.109,0.12,0.066,2.145,0.333,13.99,3.842,97.78,3.641136671
15.56,8,786.52,1181.1,943.25,957.52,0.1,0.16,2.983,1.313,0.615,73.559,0.078,0.129,0.077,1.952,0.348,13.123,3.836,98.271,3.421253823
15.58,8,786.67,1183.03,944.17,958.49,0.13,0.164,2.966,1.379,0.708,72.487,0.113,0.18,0.066,1.983,0.316,13.519,3.924,97.936,3.445611403
15.6,8,786.81,1184.55,945.51,959.45,0.13,0.164,2.798,1.406,1.027,72.884,0.11,0.2,0,1.885,0.441,13.386,3.863,98.293,3.465394402
15.62,8,786.98,1186.24,946.17,960.41,0.14,0.184,2.921,1.49,1.014,72.737,0.109,0.121,0.113,1.949,0.445,13.214,3.905,98.341,3.383561644
15.64,8,787.18,1188.99,947.34,961.38,0.13,0.182,2.842,1.522,1.175,72.949,0.061,0.111,0,2.063,0.351,12.885,3.902,98.171,3.301995012
15.66,8,787.38,1190.54,948.33,962.34,0.1,0.158,2.868,1.481,1.163,73.412,0.042,0.038,0.104,1.871,0.365,12.877,3.803,98.277,3.386277001
15.68,8,787.63,1192.81,949.52,963.3,0.15,0.184,3.114,1.399,0.904,72.851,0.088,0.077,0.055,1.73,0.404,13.072,3.79,97.818,3.448802316
15.7,8,787.99,1194.75,950.46,964.27,0.11,0.163,2.959,1.446,0.78,72.408,0.113,0.145,0.13,1.875,0.44,13.513,3.983,98.063,3.392392137
15.72,8,788.38,1197.42,951.31,965.23,0.12,0.16,2.986,1.48,0.798,72.129,0.16,0.157,0.059,1.887,0.312,13.904,3.865,98.016,3.596913914
15.74,8,788.85,1199.77,952.19,966.19,0.09,0.161,3.044,1.39,0.767,72.11,0.053,0.166,0.075,1.96,0.354,13.871,4.125,98.169,3.362654727
15.76,8,788.98,1202.63,952.98,967.16,0.12,0.15,2.913,1.367,0.79,72.004,0.204,0,0,1.861,0.429,13.96,4.047,97.845,3.449001619
15.78,8,789.11,1204.95,953.71,968.12,0.11,0.131,2.708,1.37,0.733,71.828,0.127,0.139,0.153,1.968,0.371,14.197,4.259,98.088,3.333594362
15.8,8,789.26,1207.14,954.67,969.08,0.1,0.15,2.585,1.318,0.758,71.956,0.123,0.071,0.07,2.056,0.334,14.537,4.173,98.233,3.483534577
15.82,8,789.6,1209.41,955.48,970.05,0.13,0.17,2.626,1.358,0.775,71.311,0.116,0.15,0.053,2.168,0.393,14.593,4.342,98.19,3.360795455
15.84,8,790.17,1211.81,956.39,971.01,0.08,0.149,2.633,1.274,0.818,70.59,0.113,0.14,0.103,2.105,0.43,15.15,4.441,98.024,3.411354839
15.86,8,790.32,1213.57,957.51,971.97,0.08,0.151,2.683,1.235,0.757,71.357,0.064,0.14,0.182,2.016,0.296,14.901,4.238,98.103,3.516369444
15.88,8,790.49,1215.54,958.45,972.94,0.08,0.13,2.724,1.381,0.698,72.356,0.055,0.153,0,1.996,0.267,14.257,4.167,98.265,3.421273251
15.9,8,790.74,1217.41,959.62,973.9,0.08,0.163,2.818,1.357,0.806,72.31,0.093,0.125,0.043,1.866,0.351,13.94,4.191,98.144,3.326388889
15.92,8,790.84,1219.27,960.86,974.87,0.12,0.146,2.811,1.501,0.832,71.716,0.078,0.101,0.064,2.016,0.426,13.571,4.2,97.584,3.231302625
15.94,8,790.95,1220.9,961.71,975.83,0.08,0.165,2.743,1.54,0.905,72.077,0.101,0.028,0.065,2.111,0.365,13.803,4.022,98.009,3.431788765
15.96,8,791.34,1223.34,962.71,976.79,0.08,0.169,3.111,1.413,0.859,72.028,0.073,0.13,0.06,2.07,0.355,13.738,4.082,98.165,3.365289686
15.98,8,791.93,1226.08,963.35,977.76,0.1,0.209,3.05,1.47,0.872,72.368,0.046,0.091,0.152,2.082,0.229,13.369,3.96,97.993,3.376250658
16,8,792.52,1229.26,964.21,978.72,0.1,0.181,3.105,1.362,0.784,72.377,0.113,0.052,0.104,1.98,0.39,13.478,3.911,97.939,3.446475888
16.02,8,793.13,1232.27,965.17,979.68,0.08,0.179,3.091,1.382,0.7,73.494,0.019,0.116,0.051,2.053,0.33,13.029,3.68,98.209,3.540365682
16.04,8,793.55,1234.58,966.26,980.65,0.09,0.179,3.023,1.373,0.807,72.83,0.097,0.044,0.081,2.146,0.388,13.231,3.958,98.246,3.343295424
16.06,8,793.81,1236.42,967,981.61,0.11,0.155,2.894,1.348,0.973,72.721,0.104,0.14,0,2.063,0.318,13.428,3.833,98.086,3.503573392
16.08,8,794.13,1238.82,967.83,982.57,0.11,0.181,2.877,1.307,0.961,72.763,0.15,0.117,0.026,2.067,0.359,13.246,3.922,98.087,3.377578001
16.1,8,794.54,1240.93,969,983.54,0.09,0.188,2.925,1.452,1.088,72.524,0.096,0.04,0.024,2.053,0.344,13.422,4.024,98.273,3.335170604
16.12,8,794.95,1242.92,970.08,984.5,0.11,0.168,2.906,1.426,1.232,72.133,0.041,0.116,0.013,2.19,0.214,13.376,4.267,98.187,3.134879083
16.14,8,795.36,1244.8,971.17,985.46,0.06,0.175,2.917,1.409,1.244,72.318,0.134,0.031,0.074,2.108,0.314,13.085,4.028,97.893,3.248194014
16.16,8,795.67,1247.48,972.21,986.43,0.11,0.166,2.834,1.432,1.075,72.731,0.123,0.152,0.032,2.208,0.379,13.193,4.054,98.487,3.254610656
16.18,8,796.01,1248.83,973.32,987.39,0.12,0.158,2.794,1.449,1.129,72.511,0.128,0.02,0.064,2.184,0.43,13.165,3.932,98.086,3.34805124
16.2,8,796.24,1251.35,974.08,988.35,0.08,0.164,2.697,1.267,1.021,72.234,0.13,0.078,0.031,2.198,0.432,13.552,4.245,98.133,3.192366026
16.22,8,796.47,1253.87,974.8,989.32,0.1,0.139,2.82,1.371,1.024,71.909,0.084,0.064,0.096,2.168,0.358,13.725,4.145,98.002,3.311128527
16.24,8,796.7,1256.34,975.22,990.28,0.09,0.161,2.709,1.438,1.149,71.672,0.103,0.117,0.131,2.123,0.495,13.831,4.1,98.125,3.373326332
16.26,8,796.93,1259.29,976.26,991.24,0.08,0.175,2.741,1.395,1.338,71.891,0.104,0.065,0.022,2.025,0.286,13.781,4.19,98.098,3.288883157
16.28,8,797.16,1262.21,977.55,992.21,0.09,0.175,2.688,1.367,1.175,70.87,0.151,0.153,0.117,2.155,0.358,14.121,4.222,97.64,3.344365841
16.3,8,797.39,1264.64,978.52,993.17,0.08,0.163,2.756,1.42,0.909,71.943,0.066,0.112,0.043,2.2,0.347,13.902,4.068,98.01,3.417496071
16.32,8,797.62,1267.27,979.52,994.13,0.09,0.181,2.893,1.373,0.873,72.26,0.111,0.059,0.129,2.048,0.293,13.712,4.037,98.056,3.396355353
16.34,8,797.85,1269.73,980.49,995.1,0.09,0.167,2.861,1.434,0.863,72.733,0.106,0.101,0.065,2.018,0.366,13.184,3.965,97.95,3.325247525
16.36,8,798.08,1271.78,981.36,996.06,0.1,0.177,2.762,1.434,0.804,73.131,0.086,0.021,0.08,2.055,0.257,12.994,3.914,97.817,3.319523691
16.38,8,798.31,1274.44,982.28,997.02,0.11,0.18,2.805,1.464,0.837,72,0.126,0.056,0.06,1.994,0.442,13.641,4.112,97.822,3.317084827
16.4,8,798.46,1277.49,983.33,997.99,0.13,0.193,2.947,1.473,0.683,72.131,0.162,0.082,0.028,1.903,0.49,13.868,4.003,98.092,3.464437235
16.42,8,798.52,1280.12,984.24,998.95,0.1,0.171,2.824,1.353,0.497,73.648,0.111,0.081,0.139,1.982,0.41,13.27,3.603,98.189,3.682988248
16.44,8,798.58,1282.08,984.91,999.91,0.12,0.153,2.797,1.283,0.45,73.542,0.102,0.048,0.037,2.04,0.382,13.308,3.891,98.148,3.420025674
16.46,8,798.64,1284.45,985.59,1000.88,0.09,0.19,2.833,1.33,0.411,73.561,0.126,0.046,0.072,2.04,0.323,13.462,3.832,98.317,3.512954724
16.48,8,798.7,1287.5,986.34,1001.84,0.1,0.155,2.911,1.438,0.494,72.926,0.15,0.03,0.008,1.882,0.525,13.556,3.839,98.013,3.530671602
16.5,8,798.76,1290.39,987.19,1002.81,0.07,0.157,2.962,1.38,0.55,73.042,0.064,0.015,0.144,2.1,0.241,13.641,3.909,98.272,3.489482201
16.52,8,798.82,1292.43,988.21,1003.77,0.11,0.165,2.713,1.381,0.55,72.907,0.102,0.075,0.016,1.971,0.195,13.856,4.103,98.147,3.377421855
16.54,8,798.89,1295.31,989.23,1004.73,0.1,0.15,2.64,1.389,0.515,73.343,0.043,0.062,0.038,1.947,0.36,13.533,3.905,98.029,3.46597829
16.56,8,798.95,1296.89,989.94,1005.7,0.07,0.169,2.804,1.492,0.44,73.298,0.068,0.06,0,2.056,0.359,13.422,3.841,98.083,3.494158258
16.58,8,799.01,1298.54,990.91,1006.66,0.09,0.17,2.845,1.427,0.484,72.656,0.084,0.058,0.054,2.17,0.287,13.781,3.947,98.053,3.49171123
16.6,8,799.07,1301.57,991.76,1007.62,0.12,0.167,2.76,1.377,0.503,72.099,0.065,0.154,0,2.187,0.339,14.198,4.244,98.218,3.345534787
16.62,8,800.43,1303.3,993.01,1008.58,0.12,0.155,2.716,1.362,0.613,71.692,0.071,0.096,0.015,2.188,0.395,14.243,4.254,97.923,3.3479721
16.64,8,801.09,1303.41,993.92,1009.54,0.11,0.152,2.873,1.413,0.848,71.289,0.083,0.128,0.035,2.07,0.449,14.433,4.246,98.133,3.399333162
16.66,8,802.41,1304.58,994.84,1010.5,0.13,0.186,2.928,1.535,0.816,71.458,0.165,0.144,0,2.148,0.31,14.258,3.991,98.074,3.572781385
16.68,8,803.77,1305.32,995.47,1011.46,0.09,0.144,2.958,1.438,0.575,72.037,0.146,0.03,0.097,2.125,0.4,13.974,3.965,97.982,3.524061196
16.7,8,804.88,1306.85,996.07,1012.42,0.09,0.152,3.135,1.404,0.553,71.943,0.228,0.1,0.073,2.133,0.361,13.814,4.206,98.191,3.284096893
16.72,8,806.06,1307.96,996.85,1013.38,0.1,0.186,3.488,1.41,0.505,71.79,0.038,0.156,0.058,2.363,0.391,13.568,4.086,98.143,3.320588235
16.74,8,806.72,1309.17,997.71,1014.34,0.14,0.191,3.253,1.453,0.445,71.318,0.102,0.083,0.067,2.451,0.332,13.84,4.227,97.899,3.273986928
16.76,8,808.2,1311.4,998.42,1015.3,0.11,0.197,3.192,1.426,0.459,72.256,0.093,0.056,0,2.426,0.463,13.46,4.158,98.296,3.23699422
16.78,8,809.45,1311.79,999.45,1016.26,0.1,0.193,3.302,1.425,0.472,72.205,0.097,0.08,0.064,2.522,0.369,13.371,4.053,98.252,3.299438052
16.8,8,810.82,1313.42,1000.17,1017.22,0.11,0.146,3.511,1.578,0.633,70.869,0.139,0.05,0.022,2.741,0.385,13.616,4.359,98.164,3.123615307
16.82,8,812.2,1314.09,1001.3,1018.18,0.11,0.197,3.382,1.579,0.879,70.855,0.126,0.058,0.033,2.81,0.383,13.284,4.185,97.881,3.17382199
16.84,8,813.69,1314.76,1002.42,1019.14,0.1,0.204,3.283,1.474,0.658,70.265,0.162,0.056,0.103,2.553,0.364,14.077,4.491,97.789,3.134342941
16.86,8,814.51,1315.22,1003.64,1020.1,0.1,0.163,3.378,1.607,0.685,70.808,0.128,0.096,0.144,2.648,0.506,13.846,4.078,98.186,3.395065004
16.88,8,815.18,1315.67,1004.65,1021.06,0.14,0.181,3.823,1.634,0.606,70.313,0.138,0.142,0.099,2.475,0.422,13.915,4.318,98.202,3.222813688
16.9,8,815.91,1316.11,1005.34,1022.02,0.11,0.213,3.751,1.414,0.626,70.402,0.056,0.057,0.063,2.776,0.39,14.145,4.198,98.2,3.369321219
16.92,8,816.65,1316.64,1006.51,1022.98,0.11,0.174,3.484,1.391,0.538,69.694,0.132,0.099,0.163,2.936,0.479,14.26,4.379,97.835,3.256278831
16.94,8,817.04,1317.75,1007.78,1023.94,0.12,0.204,3.175,1.399,0.533,69.585,0.112,0.097,0.045,2.634,0.385,15.132,4.463,97.881,3.390483579
16.96,8,817.26,1318.25,1009.11,1024.9,0.09,0.229,2.916,1.352,0.551,68.848,0.139,0.106,0.069,2.497,0.476,15.433,4.571,97.278,3.376094024
16.98,8,817.66,1319.56,1010.3,1025.86,0.11,0.187,3.096,1.381,0.576,69.541,0.071,0.225,0.044,2.52,0.389,14.996,4.372,97.502,3.430041152
17,8,818.73,1320.4,1011.31,1026.82,0.12,0.175,3.238,1.52,0.48,70.518,0.091,0.032,0.109,2.5,0.226,14.443,4.324,97.773,3.340458408
17.02,8,819.47,1321.55,1012.04,1027.78,0.09,0.178,3.137,1.54,0.494,70.593,0.106,0.074,0.017,2.639,0.556,14.647,4.184,98.254,3.500666489
17.04,8,820.82,1322.12,1013.28,1028.74,0.1,0.167,3.137,1.407,0.458,69.912,0.146,0,0.12,2.483,0.544,14.961,4.43,97.86,3.37721519
17.06,8,821.43,1322.68,1014.36,1029.7,0.06,0.163,3.027,1.499,0.466,70.396,0.151,0.111,0.027,2.473,0.288,14.933,4.399,97.991,3.394797246
17.08,8,821.79,1323.25,1015.12,1030.66,0.09,0.187,3.065,1.397,0.572,70.833,0.177,0.076,0.169,2.417,0.499,14.249,4.248,97.98,3.354237733
17.1,8,822.42,1323.84,1016.11,1031.62,0.09,0.195,3.237,1.44,0.543,71.119,0.082,0.123,0.078,2.619,0.373,14.214,4.121,98.234,3.448748991
17.12,8,823.38,1324.68,1017.24,1032.58,0.11,0.184,3.204,1.394,0.618,69.261,0.164,0.089,0.108,2.801,0.393,14.996,4.58,97.898,3.2739586
17.14,8,824.34,1326.26,1017.82,1033.54,0.1,0.159,3.195,1.341,0.519,69.317,0.145,0.031,0.067,2.873,0.505,15.253,4.439,97.939,3.436320128
17.16,8,824.72,1327.17,1018.85,1034.49,0.09,0.188,3.073,1.393,0.567,70.058,0.167,0.069,0,2.515,0.526,14.623,4.274,97.542,3.421441774
17.18,8,825.11,1328.02,1020.04,1035.45,0.09,0.161,3.078,1.45,0.603,70.19,0.195,0.064,0.03,2.485,0.448,14.512,4.459,97.766,3.254357161
17.2,8,825.49,1329.22,1020.59,1036.41,0.12,0.158,3.208,1.446,0.6,69.744,0.106,0.086,0.086,2.704,0.401,15.062,4.248,97.968,3.545380875
17.22,8,826.3,1330.7,1021.09,1037.37,0.09,0.168,2.98,1.454,0.561,69.192,0.129,0.101,0.046,2.644,0.447,15.486,4.502,97.802,3.43962216
17.24,8,826.9,1332.22,1022.05,1038.33,0.08,0.155,3.049,1.388,0.536,69.879,0.113,0.19,0.165,2.518,0.274,15.244,4.425,98.021,3.444939696
17.26,8,827.16,1333.35,1023.02,1039.29,0.11,0.163,2.905,1.555,0.668,70.136,0.066,0.197,0.049,2.311,0.374,15.05,4.472,98.054,3.365079365
17.28,8,827.54,1334.47,1023.56,1040.25,0.08,0.143,3.058,1.482,0.627,70.636,0.097,0.215,0.072,2.172,0.332,14.782,4.232,97.925,3.493001555
17.3,8,827.91,1335.42,1024.22,1041.21,0.09,0.153,3.195,1.436,0.534,69.951,0.119,0.181,0.062,2.379,0.59,14.693,4.337,97.716,3.387887888
17.32,8,828.3,1336.73,1025.1,1042.17,0.11,0.178,3.103,1.551,0.573,70.133,0.162,0.125,0.069,2.29,0.629,14.901,4.106,97.926,3.629256966
17.34,8,828.79,1337.85,1026.07,1043.13,0.09,0.199,3.198,1.478,0.533,70.526,0.211,0.085,0.137,2.242,0.36,14.427,4.212,97.694,3.424776501
17.36,8,829.52,1338.85,1027.09,1044.09,0.09,0.17,3.029,1.525,0.579,71.71,0.104,0.067,0,1.929,0.443,14.285,4.13,98.067,3.45890411
17.38,8,829.72,1339.54,1028.28,1045.05,0.1,0.176,3.191,1.569,0.614,70.728,0.111,0.12,0.078,2.132,0.346,14.642,4.056,97.866,3.610089186
17.4,8,829.99,1340.6,1029.52,1046.01,0.11,0.173,3.107,1.465,0.622,71.228,0.154,0.056,0.151,2.188,0.44,14.309,3.915,97.923,3.654647887
17.42,8,830.33,1341.78,1030.67,1046.97,0.11,0.195,3.086,1.412,0.57,72.168,0.111,0.133,0.068,2.147,0.341,13.389,4.182,97.914,3.201863354
17.44,8,830.66,1342.68,1032.14,1047.93,0.09,0.176,3.11,1.526,0.611,71.607,0.133,0.073,0.138,2.128,0.386,13.901,4.246,98.126,3.273470464
17.46,8,831.02,1343.42,1033.36,1048.89,0.08,0.178,3.258,1.522,0.631,71.146,0.16,0.024,0.02,2.408,0.365,13.89,4.185,97.871,3.318856218
17.48,8,831.51,1344.05,1034.48,1049.85,0.08,0.207,3.282,1.606,0.599,71.117,0.181,0.012,0.199,2.499,0.342,13.678,4.261,98.063,3.210277923
17.5,8,831.84,1344.69,1035.51,1050.81,0.12,0.18,3.542,1.594,0.594,71.754,0.146,0.078,0.107,2.553,0.427,13.025,4.035,98.156,3.227591582
17.52,8,832.07,1345.31,1037.33,1051.77,0.13,0.212,3.738,1.57,0.657,71.914,0.088,0.065,0.154,2.69,0.291,12.75,3.785,98.047,3.368990043
17.54,8,832.39,1345.76,1038.74,1052.73,0.13,0.2,3.49,1.407,0.638,71.456,0.076,0.079,0.083,2.567,0.391,13.632,4.112,98.258,3.31484012
17.56,8,833.08,1346.01,1039.48,1053.69,0.13,0.229,3.508,1.613,0.601,70.143,0.13,0.049,0.121,2.636,0.342,14.198,4.316,98.015,3.289722147
17.58,8,833.62,1346.82,1040.35,1054.65,0.11,0.159,3.294,1.593,0.606,69.359,0.059,0.155,0.066,2.745,0.438,14.652,4.505,97.743,3.252648737
17.6,8,834.12,1347.97,1040.96,1055.61,0.07,0.199,3.318,1.46,0.585,68.862,0.13,0.144,0.124,2.854,0.506,14.973,4.761,97.984,3.144885617
17.62,8,835.17,1348.46,1041.63,1056.57,0.13,0.156,3.264,1.439,0.622,70.777,0.169,0.09,0.178,2.379,0.323,13.941,4.257,97.721,3.275068493
17.64,8,836.28,1348.75,1042.77,1057.53,0.07,0.19,3.44,1.515,0.631,71.046,0.119,0.074,0.1,2.372,0.411,13.929,4.11,98.006,3.388749652
17.66,8,836.94,1349.25,1043.74,1058.49,0.13,0.182,3.478,1.557,0.626,71.132,0.103,0.099,0,2.537,0.447,13.717,4.377,98.38,3.133489461
17.68,8,837.48,1350.11,1044.64,1059.45,0.09,0.182,3.227,1.486,0.615,71.448,0.096,0.032,0.065,2.498,0.309,14.015,4.066,98.127,3.446993007
17.7,8,838.2,1351.86,1045.77,1060.41,0.09,0.155,3.351,1.533,0.62,71.849,0.08,0.244,0,2.296,0.272,13.473,4.117,98.084,3.272235739
17.72,8,838.91,1353.23,1046.78,1061.37,0.08,0.192,3.125,1.448,0.636,71.249,0.1,0.157,0.036,2.557,0.237,13.882,4.259,97.962,3.2592
17.74,8,839.38,1354.51,1048.09,1062.33,0.07,0.155,3.147,1.533,0.55,72.047,0.104,0.052,0,2.407,0.334,13.672,4.15,98.218,3.294600318
17.76,8,839.91,1355.33,1048.73,1063.29,0.07,0.124,3.187,1.622,0.708,72.096,0.157,0.1,0.037,2.438,0.364,13.093,3.918,97.911,3.341680579
17.78,8,840.63,1356.01,1049.56,1064.25,0.12,0.173,3.242,1.58,0.728,71.844,0.119,0.137,0.087,2.269,0.433,13.096,4.063,97.887,3.223370429
17.8,8,841.52,1356.65,1050.63,1065.21,0.11,0.177,3.347,1.535,0.674,72.096,0.088,0.055,0.077,2.502,0.287,13.122,3.89,97.963,3.37320442
17.82,8,841.74,1357.5,1051.95,1066.17,0.11,0.124,3.237,1.615,0.702,73.008,0.121,0.103,0.033,2.281,0.29,12.631,3.81,98.062,3.315715884
17.84,8,841.95,1358.69,1053.09,1067.13,0.09,0.144,3.329,1.626,0.666,72.944,0.091,0.071,0.115,2.245,0.424,12.324,3.858,97.926,3.193959546
17.86,8,842.17,1359.87,1053.85,1068.09,0.11,0.162,3.416,1.641,0.623,73.115,0.035,0.176,0,2.351,0.339,12.682,3.821,98.476,3.318889833
17.88,8,842.38,1361.05,1054.84,1069.05,0.11,0.162,3.246,1.738,0.614,73.37,0.054,0.105,0,2.288,0.443,12.342,3.79,98.261,3.256011315
17.9,8,842.78,1362.23,1055.61,1070.01,0.1,0.164,3.335,1.803,0.615,73.991,0.057,0.116,0.026,2.15,0.227,11.792,3.798,98.171,3.104759223
17.92,8,843.51,1363.19,1056.36,1070.97,0.09,0.174,3.291,1.563,0.671,73.722,0.082,0.061,0.046,2.472,0.269,12.261,3.629,98.325,3.378760529
17.94,8,844.01,1363.8,1057.65,1071.92,0.09,0.18,3.208,1.609,0.779,72.929,0.098,0.073,0.039,2.869,0.353,12.089,3.807,98.12,3.175644699
17.96,8,844.18,1364.41,1058.81,1072.88,0.07,0.181,3.146,1.618,0.74,73.749,0.105,0.02,0.106,2.371,0.332,12.022,3.692,98.157,3.256104486
17.98,8,844.43,1365.01,1060.17,1073.84,0.13,0.146,3.165,1.645,0.841,73.151,0.104,0.129,0.031,2.186,0.449,12.236,4.004,98.215,3.056059797
18,8,844.69,1366.67,1061.23,1074.8,0.09,0.198,3.122,1.747,0.746,72.664,0.119,0.037,0.033,2.175,0.386,12.626,4.016,97.955,3.143547089
18.02,8,844.98,1367.54,1061.98,1075.76,0.13,0.139,3.061,1.756,0.802,73.255,0.08,0.117,0.055,2.221,0.439,12.448,3.947,98.446,3.153866955
18.04,8,845.41,1368.25,1062.52,1076.72,0.07,0.181,3.304,1.69,0.695,72.742,0.154,0.005,0,2.21,0.325,12.744,4.113,98.236,3.098256735
18.06,8,845.8,1368.92,1063.57,1077.68,0.09,0.182,3.215,1.825,0.751,73.031,0.135,0,0.076,2.096,0.369,12.536,3.982,98.286,3.147988118
18.08,8,846.09,1369.65,1064.28,1078.64,0.13,0.164,3.13,1.672,0.721,72.571,0.135,0.104,0,2.448,0.373,12.541,3.873,97.864,3.238240177
18.1,8,846.43,1370.45,1065.04,1079.6,0.06,0.168,3.184,1.707,0.806,72.075,0.065,0.018,0.055,2.243,0.319,13.328,4.255,98.28,3.132264002
18.12,8,847,1372.4,1066.05,1080.56,0.11,0.157,2.929,1.678,0.732,72.76,0.149,0.105,0,2.311,0.176,13.213,3.917,98.241,3.372975991
18.14,8,847.7,1373.96,1067.07,1081.52,0.1,0.192,2.939,1.52,0.735,73.272,0.148,0.057,0.058,2.201,0.392,12.67,3.939,98.223,3.216327653
18.16,8,848.38,1374.89,1067.79,1082.48,0.08,0.183,3.08,1.573,0.67,72.204,0.085,0.066,0.109,2.359,0.353,13.44,4.108,98.313,3.271946309
18.18,8,849,1376.18,1068.73,1083.44,0.12,0.159,3.049,1.435,0.619,71.138,0.142,0,0.14,2.549,0.428,13.815,4.37,97.965,3.161623998
18.2,8,849.5,1378.8,1069.73,1084.4,0.07,0.191,3.16,1.627,0.597,70.433,0.114,0.123,0.22,2.71,0.343,14.152,4.317,98.057,3.277972499
18.22,8,850.07,1380.92,1070.62,1085.36,0.08,0.171,3.166,1.616,0.562,71.375,0.025,0.194,0,2.409,0.316,13.838,4.349,98.103,3.181934822
18.24,8,850.59,1382.39,1071.96,1086.32,0.09,0.146,3.063,1.631,0.536,72.463,0.105,0.128,0,2.224,0.486,13.154,3.974,98.001,3.30999192
18.26,8,851.05,1383.38,1073.4,1087.28,0.08,0.146,3.141,1.585,0.603,72.435,0.174,0.005,0.09,2.239,0.523,13.273,4.008,98.303,3.311857066
18.28,8,851.51,1383.9,1074.51,1088.24,0.1,0.16,3.095,1.606,0.572,72.245,0.092,0.057,0,2.246,0.35,13.596,4.048,98.164,3.359072306
18.3,8,851.88,1385.67,1075.46,1089.2,0.12,0.148,3.014,1.653,0.521,71.506,0.148,0.07,0.175,2.2,0.476,13.621,4.176,97.827,3.261437908
18.32,8,852.26,1386.13,1076.1,1090.16,0.09,0.153,3.058,1.644,0.572,72.356,0.153,0,0.035,2.215,0.326,13.544,4.071,98.218,3.327140549
18.34,8,852.66,1388.01,1076.97,1091.12,0.07,0.134,2.937,1.691,0.654,72.477,0.106,0.083,0.02,2.237,0.323,13.69,3.93,98.354,3.483314794
18.36,8,853.37,1388.79,1077.73,1092.08,0.13,0.184,3.027,1.651,0.634,72.243,0.088,0.125,0.117,2.204,0.358,13.439,3.986,98.182,3.371312585
18.38,8,854.02,1390.69,1078.63,1093.04,0.1,0.169,3.134,1.701,0.625,71.675,0.096,0.144,0.069,2.142,0.385,13.707,4.035,97.978,3.397223705
18.4,8,854.21,1393.61,1079.45,1094,0.11,0.158,2.91,1.671,0.563,72.858,0.087,0.177,0.102,1.941,0.329,13.445,3.933,98.288,3.4184
18.42,8,854.53,1396.25,1080.42,1094.96,0.1,0.153,2.887,1.733,0.572,72.758,0.096,0.081,0.03,2.132,0.323,13.247,4.037,98.154,3.281242046
